rank,candidate_id,current_title,years_experience,final_score
11820,CAND_0007681,Full Stack Developer,7.8,36.7
11821,CAND_0007775,.NET Developer,7.0,36.7
11822,CAND_0007964,Mobile Developer,5.7,36.7
11823,CAND_0008073,QA Engineer,7.9,36.7
11824,CAND_0008173,Cloud Engineer,7.0,36.7
11825,CAND_0008175,QA Engineer,5.3,36.7
11826,CAND_0008421,Full Stack Developer,6.9,36.7
11827,CAND_0008791,.NET Developer,6.3,36.7
11828,CAND_0009629,Software Engineer,7.7,36.7
11829,CAND_0009689,DevOps Engineer,6.4,36.7
11830,CAND_0009782,.NET Developer,5.1,36.7
11831,CAND_0010039,QA Engineer,7.3,36.7
11832,CAND_0010078,Java Developer,7.1,36.7
11833,CAND_0010181,.NET Developer,6.4,36.7
11834,CAND_0010416,Java Developer,6.7,36.7
11835,CAND_0010687,Cloud Engineer,6.3,36.7
11836,CAND_0010705,Java Developer,6.2,36.7
11837,CAND_0011114,Java Developer,7.0,36.7
11838,CAND_0011465,Cloud Engineer,7.3,36.7
11839,CAND_0011556,QA Engineer,5.4,36.7
11840,CAND_0011599,Software Engineer,5.4,36.7
11841,CAND_0012401,Cloud Engineer,5.3,36.7
11842,CAND_0012488,DevOps Engineer,5.6,36.7
11843,CAND_0012949,QA Engineer,5.1,36.7
11844,CAND_0012990,Cloud Engineer,6.6,36.7
11845,CAND_0013029,QA Engineer,7.3,36.7
11846,CAND_0013382,.NET Developer,5.4,36.7
11847,CAND_0013658,DevOps Engineer,5.6,36.7
11848,CAND_0013813,Cloud Engineer,7.0,36.7
11849,CAND_0014161,Frontend Engineer,7.6,36.7
11850,CAND_0014171,Frontend Engineer,5.3,36.7
11851,CAND_0014342,Mobile Developer,7.9,36.7
11852,CAND_0015194,Cloud Engineer,7.7,36.7
11853,CAND_0015260,Software Engineer,6.2,36.7
11854,CAND_0015563,Cloud Engineer,6.4,36.7
11855,CAND_0016542,.NET Developer,5.2,36.7
11856,CAND_0016722,.NET Developer,7.8,36.7
11857,CAND_0016747,Software Engineer,5.8,36.7
11858,CAND_0016780,Software Engineer,5.8,36.7
11859,CAND_0016981,Full Stack Developer,5.7,36.7
11860,CAND_0017033,Java Developer,7.8,36.7
11861,CAND_0017051,.NET Developer,6.6,36.7
11862,CAND_0017291,QA Engineer,6.2,36.7
11863,CAND_0017298,Java Developer,6.5,36.7
11864,CAND_0017693,DevOps Engineer,5.3,36.7
11865,CAND_0017775,Full Stack Developer,5.0,36.7
11866,CAND_0018037,Mobile Developer,5.5,36.7
11867,CAND_0018318,Mobile Developer,7.7,36.7
11868,CAND_0018465,.NET Developer,7.6,36.7
11869,CAND_0018522,.NET Developer,7.8,36.7
11870,CAND_0018572,Java Developer,7.2,36.7
11871,CAND_0018650,Cloud Engineer,7.8,36.7
11872,CAND_0018774,Cloud Engineer,6.3,36.7
11873,CAND_0019547,Java Developer,5.4,36.7
11874,CAND_0020458,Full Stack Developer,6.9,36.7
11875,CAND_0020520,QA Engineer,6.4,36.7
11876,CAND_0020615,DevOps Engineer,6.9,36.7
11877,CAND_0020666,.NET Developer,7.0,36.7
11878,CAND_0020677,DevOps Engineer,7.2,36.7
11879,CAND_0021307,Cloud Engineer,7.1,36.7
11880,CAND_0021531,.NET Developer,6.7,36.7
11881,CAND_0021547,.NET Developer,7.8,36.7
11882,CAND_0021622,Mobile Developer,5.4,36.7
11883,CAND_0022124,Full Stack Developer,7.4,36.7
11884,CAND_0022252,Full Stack Developer,6.2,36.7
11885,CAND_0022399,.NET Developer,6.2,36.7
11886,CAND_0022410,Mobile Developer,5.2,36.7
11887,CAND_0022445,QA Engineer,7.1,36.7
11888,CAND_0022677,Software Engineer,7.7,36.7
11889,CAND_0022762,Mobile Developer,7.2,36.7
11890,CAND_0022833,Full Stack Developer,5.6,36.7
11891,CAND_0022947,Mobile Developer,7.4,36.7
11892,CAND_0023277,Mobile Developer,7.4,36.7
11893,CAND_0024139,QA Engineer,7.4,36.7
11894,CAND_0024608,Java Developer,6.9,36.7
11895,CAND_0024810,Mobile Developer,5.5,36.7
11896,CAND_0024907,DevOps Engineer,7.3,36.7
11897,CAND_0024960,DevOps Engineer,6.9,36.7
11898,CAND_0025239,Software Engineer,5.5,36.7
11899,CAND_0025571,Frontend Engineer,7.9,36.7
11900,CAND_0025833,DevOps Engineer,7.4,36.7
11901,CAND_0026544,Software Engineer,5.0,36.7
11902,CAND_0026955,Java Developer,7.4,36.7
11903,CAND_0027047,Mobile Developer,5.1,36.7
11904,CAND_0027081,Software Engineer,7.9,36.7
11905,CAND_0027087,Frontend Engineer,6.4,36.7
11906,CAND_0027096,Software Engineer,6.9,36.7
11907,CAND_0027282,QA Engineer,5.8,36.7
11908,CAND_0027318,QA Engineer,7.0,36.7
11909,CAND_0027389,.NET Developer,6.3,36.7
11910,CAND_0027477,QA Engineer,5.2,36.7
11911,CAND_0027493,Java Developer,6.1,36.7
11912,CAND_0027634,Full Stack Developer,5.6,36.7
11913,CAND_0027990,Java Developer,5.3,36.7
11914,CAND_0028215,.NET Developer,6.5,36.7
11915,CAND_0028426,.NET Developer,6.8,36.7
11916,CAND_0028443,Software Engineer,5.5,36.7
11917,CAND_0029498,Cloud Engineer,5.5,36.7
11918,CAND_0029501,DevOps Engineer,6.7,36.7
11919,CAND_0029657,Cloud Engineer,7.3,36.7
11920,CAND_0029964,Mobile Developer,7.4,36.7
11921,CAND_0030167,Full Stack Developer,6.9,36.7
11922,CAND_0030176,Java Developer,6.3,36.7
11923,CAND_0030216,Cloud Engineer,6.9,36.7
11924,CAND_0030665,DevOps Engineer,5.7,36.7
11925,CAND_0030952,Full Stack Developer,5.1,36.7
11926,CAND_0031134,Java Developer,7.9,36.7
11927,CAND_0031470,Full Stack Developer,5.3,36.7
11928,CAND_0031477,.NET Developer,5.5,36.7
11929,CAND_0031702,QA Engineer,7.4,36.7
11930,CAND_0031714,DevOps Engineer,6.3,36.7
11931,CAND_0031876,Frontend Engineer,7.3,36.7
11932,CAND_0031881,Frontend Engineer,5.9,36.7
11933,CAND_0032126,QA Engineer,6.5,36.7
11934,CAND_0032365,Cloud Engineer,6.5,36.7
11935,CAND_0032472,Full Stack Developer,6.2,36.7
11936,CAND_0032491,DevOps Engineer,6.6,36.7
11937,CAND_0032605,Cloud Engineer,6.6,36.7
11938,CAND_0032739,Java Developer,5.7,36.7
11939,CAND_0032880,Cloud Engineer,6.2,36.7
11940,CAND_0033392,.NET Developer,5.8,36.7
11941,CAND_0034050,Full Stack Developer,7.0,36.7
11942,CAND_0034125,Cloud Engineer,6.4,36.7
11943,CAND_0034320,Java Developer,6.1,36.7
11944,CAND_0034327,Software Engineer,5.0,36.7
11945,CAND_0034649,Java Developer,5.9,36.7
11946,CAND_0034732,Frontend Engineer,6.2,36.7
11947,CAND_0034842,Software Engineer,7.1,36.7
11948,CAND_0035022,.NET Developer,7.1,36.7
11949,CAND_0035107,Full Stack Developer,5.9,36.7
11950,CAND_0036024,Cloud Engineer,7.3,36.7
11951,CAND_0036083,Mobile Developer,6.2,36.7
11952,CAND_0036409,QA Engineer,5.5,36.7
11953,CAND_0036607,Mobile Developer,7.1,36.7
11954,CAND_0037297,Software Engineer,5.5,36.7
11955,CAND_0037467,.NET Developer,6.3,36.7
11956,CAND_0037799,Mobile Developer,7.9,36.7
11957,CAND_0037950,Full Stack Developer,7.8,36.7
11958,CAND_0038076,QA Engineer,6.9,36.7
11959,CAND_0038248,Cloud Engineer,7.1,36.7
11960,CAND_0038292,Java Developer,7.4,36.7
11961,CAND_0038615,Full Stack Developer,5.6,36.7
11962,CAND_0038741,Mobile Developer,6.0,36.7
11963,CAND_0038950,Frontend Engineer,5.0,36.7
11964,CAND_0039174,Frontend Engineer,6.7,36.7
11965,CAND_0039209,Full Stack Developer,5.0,36.7
11966,CAND_0039253,Cloud Engineer,7.6,36.7
11967,CAND_0039277,Frontend Engineer,5.4,36.7
11968,CAND_0039507,.NET Developer,5.9,36.7
11969,CAND_0040282,Software Engineer,6.2,36.7
11970,CAND_0040827,.NET Developer,7.1,36.7
11971,CAND_0041308,Software Engineer,5.2,36.7
11972,CAND_0041309,QA Engineer,5.8,36.7
11973,CAND_0041387,Java Developer,6.3,36.7
11974,CAND_0041637,Full Stack Developer,7.9,36.7
11975,CAND_0041780,Java Developer,6.7,36.7
11976,CAND_0041963,Cloud Engineer,6.9,36.7
11977,CAND_0042012,Cloud Engineer,7.1,36.7
11978,CAND_0042663,Cloud Engineer,7.0,36.7
11979,CAND_0042714,Java Developer,7.6,36.7
11980,CAND_0042807,Frontend Engineer,5.7,36.7
11981,CAND_0042832,Full Stack Developer,7.8,36.7
11982,CAND_0043746,Mobile Developer,5.3,36.7
11983,CAND_0043850,Full Stack Developer,7.5,36.7
11984,CAND_0044247,Cloud Engineer,5.4,36.7
11985,CAND_0044349,Java Developer,7.7,36.7
11986,CAND_0044403,Cloud Engineer,5.2,36.7
11987,CAND_0044454,DevOps Engineer,6.7,36.7
11988,CAND_0044588,Java Developer,6.7,36.7
11989,CAND_0044730,DevOps Engineer,5.4,36.7
11990,CAND_0045074,Software Engineer,7.5,36.7
11991,CAND_0045237,Full Stack Developer,7.8,36.7
11992,CAND_0045471,Mobile Developer,5.2,36.7
11993,CAND_0045472,Frontend Engineer,6.7,36.7
11994,CAND_0046045,Software Engineer,7.8,36.7
11995,CAND_0046142,Mobile Developer,7.2,36.7
11996,CAND_0046619,Full Stack Developer,7.3,36.7
11997,CAND_0047025,QA Engineer,7.6,36.7
11998,CAND_0047918,.NET Developer,5.7,36.7
11999,CAND_0048003,Frontend Engineer,7.7,36.7
12000,CAND_0048150,DevOps Engineer,5.6,36.7
12001,CAND_0048209,Full Stack Developer,6.8,36.7
12002,CAND_0048466,Frontend Engineer,7.1,36.7
12003,CAND_0048598,Mobile Developer,6.8,36.7
12004,CAND_0049342,Java Developer,6.4,36.7
12005,CAND_0049635,Mobile Developer,7.5,36.7
12006,CAND_0049834,Full Stack Developer,5.8,36.7
12007,CAND_0049878,Frontend Engineer,5.7,36.7
12008,CAND_0050009,Software Engineer,7.3,36.7
12009,CAND_0050366,Full Stack Developer,7.2,36.7
12010,CAND_0050370,Cloud Engineer,7.5,36.7
12011,CAND_0050397,.NET Developer,7.3,36.7
12012,CAND_0050455,DevOps Engineer,7.1,36.7
12013,CAND_0050786,DevOps Engineer,6.7,36.7
12014,CAND_0050857,Mobile Developer,5.2,36.7
12015,CAND_0050866,Java Developer,7.8,36.7
12016,CAND_0050946,.NET Developer,5.8,36.7
12017,CAND_0051259,Software Engineer,5.7,36.7
12018,CAND_0051392,QA Engineer,7.5,36.7
12019,CAND_0051397,Full Stack Developer,5.1,36.7
12020,CAND_0051493,Cloud Engineer,5.0,36.7
12021,CAND_0051831,Mobile Developer,5.9,36.7
12022,CAND_0052092,.NET Developer,7.1,36.7
12023,CAND_0052125,Software Engineer,6.0,36.7
12024,CAND_0052129,Full Stack Developer,5.2,36.7
12025,CAND_0052184,Frontend Engineer,6.4,36.7
12026,CAND_0052253,DevOps Engineer,5.7,36.7
12027,CAND_0052664,Full Stack Developer,5.4,36.7
12028,CAND_0052705,Java Developer,7.7,36.7
12029,CAND_0052708,Software Engineer,6.5,36.7
12030,CAND_0052789,.NET Developer,5.6,36.7
12031,CAND_0052803,Full Stack Developer,5.9,36.7
12032,CAND_0053522,Full Stack Developer,6.8,36.7
12033,CAND_0053590,.NET Developer,6.1,36.7
12034,CAND_0053640,DevOps Engineer,6.7,36.7
12035,CAND_0054399,QA Engineer,7.9,36.7
12036,CAND_0054833,Cloud Engineer,5.9,36.7
12037,CAND_0054851,.NET Developer,7.8,36.7
12038,CAND_0055212,Software Engineer,5.0,36.7
12039,CAND_0055478,Frontend Engineer,6.9,36.7
12040,CAND_0056082,Software Engineer,6.3,36.7
12041,CAND_0056175,Cloud Engineer,6.4,36.7
12042,CAND_0056299,Software Engineer,6.5,36.7
12043,CAND_0056504,Frontend Engineer,5.4,36.7
12044,CAND_0056511,Full Stack Developer,6.3,36.7
12045,CAND_0056788,Mobile Developer,5.9,36.7
12046,CAND_0057111,QA Engineer,7.5,36.7
12047,CAND_0057200,.NET Developer,7.5,36.7
12048,CAND_0057239,Java Developer,5.7,36.7
12049,CAND_0057437,QA Engineer,7.9,36.7
12050,CAND_0057454,QA Engineer,6.7,36.7
12051,CAND_0057675,Frontend Engineer,6.6,36.7
12052,CAND_0057811,Cloud Engineer,5.4,36.7
12053,CAND_0058080,Mobile Developer,7.0,36.7
12054,CAND_0058457,QA Engineer,5.3,36.7
12055,CAND_0058712,Mobile Developer,5.6,36.7
12056,CAND_0058741,.NET Developer,7.3,36.7
12057,CAND_0058956,Cloud Engineer,6.9,36.7
12058,CAND_0059069,Full Stack Developer,6.4,36.7
12059,CAND_0059512,Frontend Engineer,5.8,36.7
12060,CAND_0059706,Full Stack Developer,6.5,36.7
12061,CAND_0059759,Full Stack Developer,5.3,36.7
12062,CAND_0059945,Full Stack Developer,5.8,36.7
12063,CAND_0060131,Frontend Engineer,6.8,36.7
12064,CAND_0060157,Full Stack Developer,7.9,36.7
12065,CAND_0060233,Full Stack Developer,5.4,36.7
12066,CAND_0060566,DevOps Engineer,6.4,36.7
12067,CAND_0060841,Software Engineer,7.4,36.7
12068,CAND_0061224,Full Stack Developer,7.5,36.7
12069,CAND_0061356,Frontend Engineer,7.9,36.7
12070,CAND_0061604,.NET Developer,7.1,36.7
12071,CAND_0061611,QA Engineer,5.9,36.7
12072,CAND_0061835,Frontend Engineer,5.6,36.7
12073,CAND_0061910,QA Engineer,7.6,36.7
12074,CAND_0061947,Full Stack Developer,7.8,36.7
12075,CAND_0062199,Frontend Engineer,6.4,36.7
12076,CAND_0062894,DevOps Engineer,6.8,36.7
12077,CAND_0063490,QA Engineer,5.2,36.7
12078,CAND_0063604,.NET Developer,7.8,36.7
12079,CAND_0063822,Java Developer,6.5,36.7
12080,CAND_0063908,.NET Developer,7.7,36.7
12081,CAND_0064194,DevOps Engineer,6.3,36.7
12082,CAND_0064421,.NET Developer,6.5,36.7
12083,CAND_0064471,DevOps Engineer,7.6,36.7
12084,CAND_0064476,.NET Developer,7.7,36.7
12085,CAND_0064732,Mobile Developer,7.8,36.7
12086,CAND_0064745,Cloud Engineer,5.6,36.7
12087,CAND_0065185,Cloud Engineer,7.9,36.7
12088,CAND_0065327,Software Engineer,6.6,36.7
12089,CAND_0065346,Java Developer,5.6,36.7
12090,CAND_0065468,Cloud Engineer,6.6,36.7
12091,CAND_0066080,DevOps Engineer,5.0,36.7
12092,CAND_0066116,QA Engineer,6.7,36.7
12093,CAND_0066134,DevOps Engineer,6.9,36.7
12094,CAND_0066576,Mobile Developer,7.6,36.7
12095,CAND_0066672,Software Engineer,6.0,36.7
12096,CAND_0067569,QA Engineer,7.8,36.7
12097,CAND_0067638,Software Engineer,5.1,36.7
12098,CAND_0067855,Software Engineer,7.8,36.7
12099,CAND_0068112,Cloud Engineer,7.8,36.7
12100,CAND_0068464,.NET Developer,7.0,36.7
12101,CAND_0068562,Frontend Engineer,5.6,36.7
12102,CAND_0068944,.NET Developer,6.5,36.7
12103,CAND_0069097,.NET Developer,5.0,36.7
12104,CAND_0069121,Cloud Engineer,6.4,36.7
12105,CAND_0069403,.NET Developer,6.4,36.7
12106,CAND_0069710,.NET Developer,5.0,36.7
12107,CAND_0070646,.NET Developer,5.2,36.7
12108,CAND_0070676,Cloud Engineer,6.2,36.7
12109,CAND_0070695,Mobile Developer,6.0,36.7
12110,CAND_0070750,Full Stack Developer,5.6,36.7
12111,CAND_0071047,DevOps Engineer,5.0,36.7
12112,CAND_0071359,Java Developer,6.8,36.7
12113,CAND_0071608,Software Engineer,7.8,36.7
12114,CAND_0072170,Java Developer,6.7,36.7
12115,CAND_0072322,Mobile Developer,5.7,36.7
12116,CAND_0072696,Cloud Engineer,6.4,36.7
12117,CAND_0073343,Software Engineer,5.9,36.7
12118,CAND_0073461,QA Engineer,5.2,36.7
12119,CAND_0073547,Frontend Engineer,5.3,36.7
12120,CAND_0073554,Cloud Engineer,6.2,36.7
12121,CAND_0074313,Cloud Engineer,5.7,36.7
12122,CAND_0074408,Java Developer,6.3,36.7
12123,CAND_0074530,DevOps Engineer,6.7,36.7
12124,CAND_0075021,Mobile Developer,5.5,36.7
12125,CAND_0075130,Cloud Engineer,7.5,36.7
12126,CAND_0075434,Java Developer,7.5,36.7
12127,CAND_0075873,Frontend Engineer,5.1,36.7
12128,CAND_0075948,Java Developer,6.3,36.7
12129,CAND_0076307,QA Engineer,7.0,36.7
12130,CAND_0076593,Cloud Engineer,6.9,36.7
12131,CAND_0077024,Frontend Engineer,5.9,36.7
12132,CAND_0077174,Cloud Engineer,7.4,36.7
12133,CAND_0077452,Full Stack Developer,5.1,36.7
12134,CAND_0077771,Frontend Engineer,5.3,36.7
12135,CAND_0077989,DevOps Engineer,5.5,36.7
12136,CAND_0078376,Software Engineer,7.8,36.7
12137,CAND_0078461,Full Stack Developer,7.8,36.7
12138,CAND_0078848,QA Engineer,7.2,36.7
12139,CAND_0079498,Full Stack Developer,5.5,36.7
12140,CAND_0079586,Full Stack Developer,6.6,36.7
12141,CAND_0079724,Full Stack Developer,6.6,36.7
12142,CAND_0079989,.NET Developer,5.1,36.7
12143,CAND_0080290,Software Engineer,5.5,36.7
12144,CAND_0080362,.NET Developer,5.4,36.7
12145,CAND_0080462,Java Developer,6.9,36.7
12146,CAND_0080642,.NET Developer,6.4,36.7
12147,CAND_0080873,Mobile Developer,7.1,36.7
12148,CAND_0081740,Frontend Engineer,7.4,36.7
12149,CAND_0082019,QA Engineer,7.0,36.7
12150,CAND_0082161,QA Engineer,7.6,36.7
12151,CAND_0082242,Mobile Developer,7.1,36.7
12152,CAND_0082493,.NET Developer,7.5,36.7
12153,CAND_0082778,DevOps Engineer,5.4,36.7
12154,CAND_0082914,Frontend Engineer,7.1,36.7
12155,CAND_0083191,DevOps Engineer,7.2,36.7
12156,CAND_0083503,Full Stack Developer,5.5,36.7
12157,CAND_0083626,Cloud Engineer,5.9,36.7
12158,CAND_0083696,QA Engineer,7.1,36.7
12159,CAND_0083806,DevOps Engineer,5.6,36.7
12160,CAND_0084074,Full Stack Developer,5.6,36.7
12161,CAND_0084434,Frontend Engineer,7.7,36.7
12162,CAND_0084522,DevOps Engineer,5.5,36.7
12163,CAND_0084649,QA Engineer,6.3,36.7
12164,CAND_0084659,DevOps Engineer,6.1,36.7
12165,CAND_0084665,Mobile Developer,7.3,36.7
12166,CAND_0084807,Software Engineer,5.4,36.7
12167,CAND_0085006,Java Developer,6.7,36.7
12168,CAND_0085127,Java Developer,6.3,36.7
12169,CAND_0085375,QA Engineer,5.0,36.7
12170,CAND_0085442,QA Engineer,7.1,36.7
12171,CAND_0085776,Cloud Engineer,6.8,36.7
12172,CAND_0086024,.NET Developer,5.6,36.7
12173,CAND_0086032,QA Engineer,6.0,36.7
12174,CAND_0086298,.NET Developer,7.6,36.7
12175,CAND_0086470,.NET Developer,7.2,36.7
12176,CAND_0086827,Java Developer,6.5,36.7
12177,CAND_0086852,QA Engineer,6.6,36.7
12178,CAND_0087664,Java Developer,7.2,36.7
12179,CAND_0087846,.NET Developer,5.4,36.7
12180,CAND_0088045,Cloud Engineer,6.2,36.7
12181,CAND_0088050,Frontend Engineer,5.9,36.7
12182,CAND_0088162,Cloud Engineer,5.2,36.7
12183,CAND_0088321,Frontend Engineer,5.7,36.7
12184,CAND_0088895,Cloud Engineer,5.2,36.7
12185,CAND_0089141,Full Stack Developer,7.1,36.7
12186,CAND_0089143,QA Engineer,7.2,36.7
12187,CAND_0090255,.NET Developer,7.0,36.7
12188,CAND_0090441,.NET Developer,7.0,36.7
12189,CAND_0090897,.NET Developer,7.5,36.7
12190,CAND_0091104,Frontend Engineer,6.0,36.7
12191,CAND_0091167,DevOps Engineer,6.5,36.7
12192,CAND_0091183,Cloud Engineer,7.1,36.7
12193,CAND_0091370,DevOps Engineer,5.1,36.7
12194,CAND_0091423,Java Developer,7.9,36.7
12195,CAND_0091941,.NET Developer,5.2,36.7
12196,CAND_0092050,Mobile Developer,6.6,36.7
12197,CAND_0092294,Java Developer,6.0,36.7
12198,CAND_0092311,Software Engineer,7.4,36.7
12199,CAND_0092341,Full Stack Developer,5.5,36.7
12200,CAND_0092369,Cloud Engineer,5.4,36.7
12201,CAND_0092757,Java Developer,5.5,36.7
12202,CAND_0092773,Cloud Engineer,5.8,36.7
12203,CAND_0093112,Software Engineer,6.1,36.7
12204,CAND_0093320,QA Engineer,5.5,36.7
12205,CAND_0093804,Mobile Developer,6.7,36.7
12206,CAND_0093971,DevOps Engineer,7.9,36.7
12207,CAND_0094784,DevOps Engineer,6.6,36.7
12208,CAND_0094853,Full Stack Developer,7.3,36.7
12209,CAND_0094997,Full Stack Developer,5.7,36.7
12210,CAND_0095159,Full Stack Developer,5.6,36.7
12211,CAND_0095319,Full Stack Developer,7.2,36.7
12212,CAND_0095335,DevOps Engineer,5.6,36.7
12213,CAND_0095536,QA Engineer,6.8,36.7
12214,CAND_0095616,Software Engineer,6.9,36.7
12215,CAND_0095648,Mobile Developer,5.2,36.7
12216,CAND_0095663,Cloud Engineer,5.4,36.7
12217,CAND_0095675,DevOps Engineer,7.8,36.7
12218,CAND_0095928,QA Engineer,6.9,36.7
12219,CAND_0096441,Java Developer,7.0,36.7
12220,CAND_0096914,Mobile Developer,7.1,36.7
12221,CAND_0097088,Full Stack Developer,6.9,36.7
12222,CAND_0097277,DevOps Engineer,6.8,36.7
12223,CAND_0097284,Mobile Developer,6.1,36.7
12224,CAND_0097623,Java Developer,5.7,36.7
12225,CAND_0098145,Mobile Developer,7.6,36.7
12226,CAND_0098490,Full Stack Developer,5.0,36.7
12227,CAND_0098610,Full Stack Developer,6.6,36.7
12228,CAND_0098695,Cloud Engineer,5.7,36.7
12229,CAND_0099493,Java Developer,7.9,36.7
12230,CAND_0099598,QA Engineer,6.4,36.7
12231,CAND_0099818,DevOps Engineer,6.9,36.7
12232,CAND_0099925,Mobile Developer,7.3,36.7
12233,CAND_0062621,Backend Engineer,2.7,36.69
12234,CAND_0019105,HR Manager,1.7,36.67
12235,CAND_0020451,Operations Manager,1.7,36.67
12236,CAND_0029533,Operations Manager,1.1,36.67
12237,CAND_0030587,Operations Manager,1.4,36.67
12238,CAND_0059003,Analytics Engineer,2.3,36.67
12239,CAND_0064011,HR Manager,1.6,36.67
12240,CAND_0073025,Marketing Manager,1.8,36.67
12241,CAND_0091833,Analytics Engineer,2.5,36.67
12242,CAND_0029817,Mechanical Engineer,4.2,36.66
12243,CAND_0044023,Business Analyst,9.7,36.66
12244,CAND_0090816,Senior Software Engineer,2.7,36.656
12245,CAND_0097360,Civil Engineer,12.2,36.634
12246,CAND_0002765,Software Engineer,2.7,36.63
12247,CAND_0023108,Full Stack Developer,1.5,36.63
12248,CAND_0024898,Cloud Engineer,1.7,36.63
12249,CAND_0027377,Full Stack Developer,1.7,36.63
12250,CAND_0042750,Frontend Engineer,1.2,36.63
12251,CAND_0044056,QA Engineer,1.7,36.63
12252,CAND_0065299,Software Engineer,2.3,36.63
12253,CAND_0066625,Data Engineer,2.1,36.63
12254,CAND_0086071,Cloud Engineer,2.3,36.63
12255,CAND_0087404,Software Engineer,2.4,36.63
12256,CAND_0089795,DevOps Engineer,1.5,36.63
12257,CAND_0090092,Mobile Developer,2.8,36.63
12258,CAND_0002492,Civil Engineer,3.7,36.61
12259,CAND_0048265,AI Research Engineer,4.3,36.61
12260,CAND_0087841,Senior Software Engineer (ML),3.7,36.61
12261,CAND_0056510,Mechanical Engineer,14.8,36.56
12262,CAND_0045054,Data Engineer,2.1,36.55
12263,CAND_0008486,Software Engineer,7.9,36.52
12264,CAND_0009834,Software Engineer,5.1,36.52
12265,CAND_0050215,Software Engineer,5.6,36.52
12266,CAND_0054276,Backend Engineer,6.9,36.52
12267,CAND_0085458,Analytics Engineer,7.8,36.52
12268,CAND_0082624,Data Engineer,7.9,36.509
12269,CAND_0014451,Project Manager,2.3,36.49
12270,CAND_0033472,Operations Manager,6.9,36.49
12271,CAND_0073340,Business Analyst,2.1,36.49
12272,CAND_0099779,Business Analyst,2.3,36.49
12273,CAND_0027923,Senior Software Engineer,2.4,36.45
12274,CAND_0044813,Senior Software Engineer,2.2,36.45
12275,CAND_0070457,Senior Software Engineer,2.2,36.45
12276,CAND_0004449,Sales Executive,5.7,36.42
12277,CAND_0011188,Marketing Manager,1.5,36.42
12278,CAND_0022748,Customer Support,5.7,36.42
12279,CAND_0022989,Operations Manager,6.2,36.42
12280,CAND_0042018,Operations Manager,6.4,36.42
12281,CAND_0044202,Customer Support,7.7,36.42
12282,CAND_0046216,Content Writer,5.1,36.42
12283,CAND_0049363,Marketing Manager,7.2,36.42
12284,CAND_0056327,Operations Manager,6.4,36.42
12285,CAND_0057522,Customer Support,5.0,36.42
12286,CAND_0064773,Sales Executive,5.0,36.42
12287,CAND_0071200,Sales Executive,7.2,36.42
12288,CAND_0078360,Accountant,5.5,36.42
12289,CAND_0084878,Operations Manager,6.4,36.42
12290,CAND_0000652,Backend Engineer,2.1,36.41
12291,CAND_0004887,Full Stack Developer,2.6,36.41
12292,CAND_0005943,QA Engineer,2.6,36.41
12293,CAND_0007933,Mobile Developer,1.2,36.41
12294,CAND_0008042,Software Engineer,2.6,36.41
12295,CAND_0019593,Full Stack Developer,1.8,36.41
12296,CAND_0022711,Software Engineer,2.9,36.41
12297,CAND_0024455,Data Engineer,2.2,36.41
12298,CAND_0027167,Software Engineer,2.1,36.41
12299,CAND_0028335,Cloud Engineer,1.2,36.41
12300,CAND_0030800,QA Engineer,1.5,36.41
12301,CAND_0038650,.NET Developer,1.4,36.41
12302,CAND_0054357,Analytics Engineer,2.5,36.41
12303,CAND_0055107,Data Engineer,2.9,36.41
12304,CAND_0075172,.NET Developer,2.5,36.41
12305,CAND_0085755,.NET Developer,2.6,36.41
12306,CAND_0047258,HR Manager,7.4,36.404
12307,CAND_0034316,Software Engineer,6.2,36.4
12308,CAND_0003859,.NET Developer,1.2,36.35
12309,CAND_0024922,Mobile Developer,2.4,36.35
12310,CAND_0029612,QA Engineer,1.3,36.35
12311,CAND_0038957,Java Developer,2.3,36.35
12312,CAND_0058191,Java Developer,2.5,36.35
12313,CAND_0071593,Mobile Developer,2.3,36.35
12314,CAND_0078890,Full Stack Developer,1.7,36.35
12315,CAND_0085756,Data Engineer,7.8,36.321
12316,CAND_0010449,QA Engineer,9.6,36.3
12317,CAND_0067560,DevOps Engineer,8.1,36.3
12318,CAND_0088713,Cloud Engineer,8.1,36.3
12319,CAND_0034871,Civil Engineer,8.4,36.28
12320,CAND_0084700,HR Manager,7.8,36.279
12321,CAND_0017352,Software Engineer,2.2,36.27
12322,CAND_0068885,Analytics Engineer,2.9,36.27
12323,CAND_0013957,Frontend Engineer,6.3,36.26
12324,CAND_0016728,Senior Software Engineer,6.1,36.26
12325,CAND_0024123,Backend Engineer,6.6,36.26
12326,CAND_0032172,DevOps Engineer,5.9,36.26
12327,CAND_0074131,Software Engineer,5.0,36.26
12328,CAND_0080664,Data Analyst,5.7,36.26
12329,CAND_0090071,Data Analyst,6.2,36.26
12330,CAND_0094272,Frontend Engineer,7.1,36.26
12331,CAND_0001511,Accountant,14.4,36.24
12332,CAND_0022378,Graphic Designer,4.8,36.24
12333,CAND_0047079,Marketing Manager,10.9,36.24
12334,CAND_0074907,Customer Support,14.2,36.24
12335,CAND_0099580,Customer Support,8.0,36.24
12336,CAND_0052579,Computer Vision Engineer,3.3,36.227
12337,CAND_0016788,Graphic Designer,1.9,36.21
12338,CAND_0084388,Business Analyst,2.0,36.21
12339,CAND_0019447,AI Research Engineer,3.2,36.204
